Model,Kendalls_W,Stability,Suff_k5,Comp_k5,Suff_k10,Comp_k10,Suff_k15,Comp_k15
GNN-GraphSAGE,1.0,Near-perfect stability (suitable for SR 11-7),0.05873508006334305,0.060966607183218,0.06063041090965271,0.09913598001003265,0.05814162641763687,0.1042773500084877
