auc_roc,f1,pr_auc,precision,recall,mcc,fold
0.914210600027562,0.37661362954067845,0.6125464342399691,0.2504491914553803,0.7589231699939504,0.4038103622201271,1
0.9118407466377562,0.37985611510791367,0.620797024812913,0.2533589251439539,0.7586206896551724,0.4065394431310239,2
0.9160894775854705,0.3900626886463896,0.6261141041711925,0.2620904836193448,0.7622504537205081,0.41598781287448333,3
0.9178618919491663,0.36304516858697955,0.6157569590055766,0.23687851674199797,0.7767695099818511,0.39554329323720056,4
0.9203998920784121,0.38356789653860784,0.6219355302171594,0.25622522614086796,0.7625529340592861,0.41047959403329964,5
